"CBcond","Gamble","X_location","domain","dominated","first_gamble_trial","game_winnings","orderA","orderB","p","primary_odds","primary_stakes","primary_winnings","q","real_winnings","response","response_time","risk_selected","second_gamble_trial","secondary_odds","secondary_stakes","secondary_winnings","version","x","y"
"4","39","2","2","no","1","NA","8","2","10","NA","NA","NA","20","NA","p","3654","1","136","NA","NA","NA","1","500","300"
"4","46","4","2","no","1","NA","8","2","20","NA","NA","NA","30","NA","l","5882","1","136","NA","NA","NA","3","400","300"
"4","53","1","2","no","1","NA","8","2","30","NA","NA","NA","40","NA","p","9989","1","136","NA","NA","NA","4","300","200"
"4","36","4","2","no","1","NA","8","2","10","NA","NA","NA","60","NA","l","8908","1","136","NA","NA","NA","3","500","100"
"4","66","2","2","no","1","NA","8","2","50","NA","NA","NA","80","NA","p","6701","1","136","NA","NA","NA","1","500","300"
"4","59","3","2","no","1","NA","8","2","40","NA","NA","NA","90","NA","l","6936","1","136","NA","NA","NA","2","200","100"
"4","69","4","2","no","1","NA","8","2","70","NA","NA","NA","90","NA","l","5737","1","136","NA","NA","NA","3","400","300"
"4","34","1","2","no","1","NA","8","2","10","NA","NA","NA","50","NA","p","5680","1","136","NA","NA","NA","4","400","100"
"4","19","1","2","no","1","NA","8","2","40","NA","NA","NA","60","NA","p","5267","1","136","NA","NA","NA","4","300","200"
"4","28","2","2","no","1","NA","8","2","80","NA","NA","NA","100","NA","p","6318","1","136","NA","NA","NA","1","500","400"
"4","54","2","2","no","1","NA","8","2","30","NA","NA","NA","50","NA","p","10127","1","136","NA","NA","NA","1","300","200"
"4","61","3","2","no","1","NA","8","2","40","NA","NA","NA","70","NA","l","7120","1","136","NA","NA","NA","2","500","300"
"4","52","3","2","no","1","NA","8","2","30","NA","NA","NA","100","NA","l","3002","1","136","NA","NA","NA","2","300","100"
"4","26","2","2","no","1","NA","8","2","60","NA","NA","NA","80","NA","p","6686","1","136","NA","NA","NA","1","400","300"
"4","31","4","2","no","1","NA","8","2","10","NA","NA","NA","40","NA","l","4650","1","136","NA","NA","NA","3","300","100"
"4","72","4","2","yes","1","NA","8","2","70","NA","NA","NA","80","NA","l","5621","1","136","NA","NA","NA","3","300","400"
"4","58","4","2","no","1","NA","8","2","40","NA","NA","NA","70","NA","l","3026","1","136","NA","NA","NA","3","200","100"
"4","44","2","2","no","1","NA","8","2","20","NA","NA","NA","70","NA","p","4671","1","136","NA","NA","NA","1","400","100"
"4","2","1","2","no","1","NA","8","2","10","NA","NA","NA","30","NA","p","4027","1","136","NA","NA","NA","4","300","100"
"4","75","3","2","yes","1","NA","8","2","40","NA","NA","NA","50","NA","p","23911","0","136","NA","NA","NA","2","200","400"
"4","47","2","2","no","1","NA","8","2","20","NA","NA","NA","90","NA","p","2969","1","136","NA","NA","NA","1","500","100"
"4","74","4","2","yes","1","NA","8","2","50","NA","NA","NA","60","NA","p","5238","0","136","NA","NA","NA","3","300","400"
"4","10","3","2","no","1","NA","8","2","20","NA","NA","NA","40","NA","l","4212","1","136","NA","NA","NA","2","400","200"
"4","38","4","2","no","1","NA","8","2","10","NA","NA","NA","30","NA","l","4049","1","136","NA","NA","NA","3","500","200"
"4","56","1","2","no","1","NA","8","2","30","NA","NA","NA","80","NA","p","4828","1","136","NA","NA","NA","4","500","200"
"4","65","2","2","no","1","NA","8","2","50","NA","NA","NA","70","NA","p","3721","1","136","NA","NA","NA","1","400","300"
"4","14","1","2","no","1","NA","8","2","30","NA","NA","NA","90","NA","p","8305","1","136","NA","NA","NA","4","300","100"
"4","37","4","2","no","1","NA","8","2","10","NA","NA","NA","20","NA","l","3589","1","136","NA","NA","NA","3","500","200"
"4","3","4","2","no","1","NA","8","2","10","NA","NA","NA","40","NA","l","6411","1","136","NA","NA","NA","3","400","100"
"4","70","4","2","no","1","NA","8","2","70","NA","NA","NA","90","NA","l","2288","1","136","NA","NA","NA","3","500","400"
"4","63","1","2","no","1","NA","8","2","50","NA","NA","NA","70","NA","p","5690","1","136","NA","NA","NA","4","300","200"
"4","4","2","2","no","1","NA","8","2","10","NA","NA","NA","20","NA","p","3925","1","136","NA","NA","NA","1","400","200"
"4","29","1","2","no","1","NA","8","2","10","NA","NA","NA","30","NA","p","3798","1","136","NA","NA","NA","4","200","100"
"4","67","1","2","no","1","NA","8","2","50","NA","NA","NA","60","NA","p","4259","1","136","NA","NA","NA","4","500","400"
"4","68","4","2","no","1","NA","8","2","70","NA","NA","NA","100","NA","l","3744","1","136","NA","NA","NA","3","300","200"
"4","57","4","2","no","1","NA","8","2","30","NA","NA","NA","40","NA","l","14671","1","136","NA","NA","NA","3","500","400"
"4","12","3","2","no","1","NA","8","2","20","NA","NA","NA","50","NA","l","3275","1","136","NA","NA","NA","2","500","200"
"4","42","3","2","no","1","NA","8","2","20","NA","NA","NA","50","NA","l","2502","1","136","NA","NA","NA","2","300","100"
"4","6","4","2","no","1","NA","8","2","20","NA","NA","NA","40","NA","l","6215","1","136","NA","NA","NA","3","200","100"
"4","16","2","2","no","1","NA","8","2","30","NA","NA","NA","40","NA","p","4099","1","136","NA","NA","NA","1","400","300"
"4","9","2","2","no","1","NA","8","2","20","NA","NA","NA","80","NA","p","5757","1","136","NA","NA","NA","1","400","100"
"4","24","1","2","no","1","NA","8","2","50","NA","NA","NA","100","NA","p","2573","1","136","NA","NA","NA","4","400","200"
"4","73","1","2","yes","1","NA","8","2","60","NA","NA","NA","70","NA","p","10332","1","136","NA","NA","NA","4","200","400"
"4","30","1","2","no","1","NA","8","2","10","NA","NA","NA","20","NA","p","2493","1","136","NA","NA","NA","4","300","100"
"4","22","3","2","no","1","NA","8","2","40","NA","NA","NA","50","NA","l","4047","1","136","NA","NA","NA","2","500","400"
"4","33","3","2","no","1","NA","8","2","10","NA","NA","NA","30","NA","l","4987","1","136","NA","NA","NA","2","400","100"
"4","41","2","2","no","1","NA","8","2","20","NA","NA","NA","50","NA","p","3177","1","136","NA","NA","NA","1","200","100"
"4","71","1","2","yes","1","NA","8","2","80","NA","NA","NA","90","NA","p","4769","1","136","NA","NA","NA","4","200","400"
"4","62","4","2","no","1","NA","8","2","50","NA","NA","NA","90","NA","l","2752","1","136","NA","NA","NA","3","200","100"
"4","25","2","2","no","1","NA","8","2","60","NA","NA","NA","90","NA","p","4328","1","136","NA","NA","NA","1","300","200"
"4","7","3","2","no","1","NA","8","2","20","NA","NA","NA","60","NA","l","2225","1","136","NA","NA","NA","2","300","100"
"4","35","4","2","no","1","NA","8","2","10","NA","NA","NA","40","NA","l","3655","1","136","NA","NA","NA","3","500","100"
"4","32","3","2","no","1","NA","8","2","10","NA","NA","NA","20","NA","l","4456","1","136","NA","NA","NA","2","300","200"
"4","55","2","2","no","1","NA","8","2","30","NA","NA","NA","70","NA","p","2797","1","136","NA","NA","NA","1","500","200"
"4","5","3","2","no","1","NA","8","2","10","NA","NA","NA","50","NA","l","2371","1","136","NA","NA","NA","2","500","100"
"4","64","1","2","no","1","NA","8","2","50","NA","NA","NA","80","NA","p","2242","1","136","NA","NA","NA","4","300","200"
"4","50","3","2","no","1","NA","8","2","30","NA","NA","NA","70","NA","l","7535","1","136","NA","NA","NA","2","200","100"
"4","27","4","2","no","1","NA","8","2","60","NA","NA","NA","100","NA","l","3199","1","136","NA","NA","NA","3","500","300"
"4","60","4","2","no","1","NA","8","2","40","NA","NA","NA","50","NA","l","8118","1","136","NA","NA","NA","3","400","300"
"4","1","4","2","no","1","NA","8","2","10","NA","NA","NA","20","NA","l","3903","1","136","NA","NA","NA","3","200","100"
"4","48","3","2","no","1","NA","8","2","20","NA","NA","NA","30","NA","l","7375","1","136","NA","NA","NA","2","500","300"
"4","45","1","2","no","1","NA","8","2","20","NA","NA","NA","90","NA","p","2814","1","136","NA","NA","NA","4","400","100"
"4","21","3","2","no","1","NA","8","2","40","NA","NA","NA","100","NA","l","2075","1","136","NA","NA","NA","2","500","200"
