"CBcond","Gamble","X_location","domain","dominated","first_gamble_trial","game_winnings","orderA","orderB","p","primary_odds","primary_stakes","primary_winnings","q","real_winnings","response","response_time","risk_selected","second_gamble_trial","secondary_odds","secondary_stakes","secondary_winnings","version","x","y"
"4","74","4","2","yes","71","NA","8","2","50","NA","NA","NA","60","NA","p","21455","0","81","NA","NA","NA","3","300","400"
"4","57","4","2","no","71","NA","8","2","30","NA","NA","NA","40","NA","p","6786","0","81","NA","NA","NA","3","500","400"
"4","2","1","2","no","71","NA","8","2","10","NA","NA","NA","30","NA","l","4856","0","81","NA","NA","NA","4","300","100"
"4","15","2","2","no","71","NA","8","2","30","NA","NA","NA","60","NA","l","15675","0","81","NA","NA","NA","1","400","200"
"4","35","4","2","no","71","NA","8","2","10","NA","NA","NA","40","NA","l","29702","1","81","NA","NA","NA","3","500","100"
"4","8","3","2","no","71","NA","8","2","20","NA","NA","NA","30","NA","l","4216","1","81","NA","NA","NA","2","300","200"
"4","4","2","2","no","71","NA","8","2","10","NA","NA","NA","20","NA","p","3189","1","81","NA","NA","NA","1","400","200"
"4","31","4","2","no","71","NA","8","2","10","NA","NA","NA","40","NA","l","4882","1","81","NA","NA","NA","3","300","100"
"4","3","4","2","no","71","NA","8","2","10","NA","NA","NA","40","NA","l","8764","1","81","NA","NA","NA","3","400","100"
"4","29","1","2","no","71","NA","8","2","10","NA","NA","NA","30","NA","p","3507","1","81","NA","NA","NA","4","200","100"
"4","59","3","2","no","71","NA","8","2","40","NA","NA","NA","90","NA","l","2851","1","81","NA","NA","NA","2","200","100"
"4","51","2","2","no","71","NA","8","2","30","NA","NA","NA","80","NA","p","2542","1","81","NA","NA","NA","1","300","100"
"4","39","2","2","no","71","NA","8","2","10","NA","NA","NA","20","NA","p","3248","1","81","NA","NA","NA","1","500","300"
"4","54","2","2","no","71","NA","8","2","30","NA","NA","NA","50","NA","p","8547","1","81","NA","NA","NA","1","300","200"
"4","64","1","2","no","71","NA","8","2","50","NA","NA","NA","80","NA","p","6234","1","81","NA","NA","NA","4","300","200"
"4","50","3","2","no","71","NA","8","2","30","NA","NA","NA","70","NA","l","12390","1","81","NA","NA","NA","2","200","100"
"4","6","4","2","no","71","NA","8","2","20","NA","NA","NA","40","NA","p","2317","0","81","NA","NA","NA","3","200","100"
"4","68","4","2","no","71","NA","8","2","70","NA","NA","NA","100","NA","l","2526","1","81","NA","NA","NA","3","300","200"
"4","11","1","2","no","71","NA","8","2","20","NA","NA","NA","100","NA","p","3223","1","81","NA","NA","NA","4","500","100"
"4","37","4","2","no","71","NA","8","2","10","NA","NA","NA","20","NA","l","3892","1","81","NA","NA","NA","3","500","200"
"4","49","1","2","no","71","NA","8","2","30","NA","NA","NA","50","NA","l","9005","0","81","NA","NA","NA","4","200","100"
"4","5","3","2","no","71","NA","8","2","10","NA","NA","NA","50","NA","l","4817","1","81","NA","NA","NA","2","500","100"
"4","22","3","2","no","71","NA","8","2","40","NA","NA","NA","50","NA","l","10361","1","81","NA","NA","NA","2","500","400"
"4","24","1","2","no","71","NA","8","2","50","NA","NA","NA","100","NA","p","3911","1","81","NA","NA","NA","4","400","200"
"4","47","2","2","no","71","NA","8","2","20","NA","NA","NA","90","NA","p","18728","1","81","NA","NA","NA","1","500","100"
"4","42","3","2","no","71","NA","8","2","20","NA","NA","NA","50","NA","l","7057","1","81","NA","NA","NA","2","300","100"
"4","32","3","2","no","71","NA","8","2","10","NA","NA","NA","20","NA","l","3732","1","81","NA","NA","NA","2","300","200"
"4","66","2","2","no","71","NA","8","2","50","NA","NA","NA","80","NA","p","4420","1","81","NA","NA","NA","1","500","300"
"4","1","4","2","no","71","NA","8","2","10","NA","NA","NA","20","NA","p","2832","0","81","NA","NA","NA","3","200","100"
"4","36","4","2","no","71","NA","8","2","10","NA","NA","NA","60","NA","l","2276","1","81","NA","NA","NA","3","500","100"
"4","28","2","2","no","71","NA","8","2","80","NA","NA","NA","100","NA","p","1845","1","81","NA","NA","NA","1","500","400"
"4","65","2","2","no","71","NA","8","2","50","NA","NA","NA","70","NA","p","6305","1","81","NA","NA","NA","1","400","300"
"4","38","4","2","no","71","NA","8","2","10","NA","NA","NA","30","NA","l","2194","1","81","NA","NA","NA","3","500","200"
"4","26","2","2","no","71","NA","8","2","60","NA","NA","NA","80","NA","l","5302","0","81","NA","NA","NA","1","400","300"
"4","67","1","2","no","71","NA","8","2","50","NA","NA","NA","60","NA","p","8903","1","81","NA","NA","NA","4","500","400"
"4","30","1","2","no","71","NA","8","2","10","NA","NA","NA","20","NA","l","6969","0","81","NA","NA","NA","4","300","100"
"4","55","2","2","no","71","NA","8","2","30","NA","NA","NA","70","NA","p","5705","1","81","NA","NA","NA","1","500","200"
"4","17","1","2","no","71","NA","8","2","30","NA","NA","NA","50","NA","p","9210","1","81","NA","NA","NA","4","500","300"
"4","63","1","2","no","71","NA","8","2","50","NA","NA","NA","70","NA","p","14027","1","81","NA","NA","NA","4","300","200"
"4","7","3","2","no","71","NA","8","2","20","NA","NA","NA","60","NA","l","6167","1","81","NA","NA","NA","2","300","100"
"4","70","4","2","no","71","NA","8","2","70","NA","NA","NA","90","NA","p","16974","0","81","NA","NA","NA","3","500","400"
"4","27","4","2","no","71","NA","8","2","60","NA","NA","NA","100","NA","l","2533","1","81","NA","NA","NA","3","500","300"
"4","71","1","2","yes","71","NA","8","2","80","NA","NA","NA","90","NA","p","9070","1","81","NA","NA","NA","4","200","400"
"4","10","3","2","no","71","NA","8","2","20","NA","NA","NA","40","NA","l","2225","1","81","NA","NA","NA","2","400","200"
"4","41","2","2","no","71","NA","8","2","20","NA","NA","NA","50","NA","l","5134","0","81","NA","NA","NA","1","200","100"
"4","61","3","2","no","71","NA","8","2","40","NA","NA","NA","70","NA","l","8492","1","81","NA","NA","NA","2","500","300"
"4","25","2","2","no","71","NA","8","2","60","NA","NA","NA","90","NA","p","7606","1","81","NA","NA","NA","1","300","200"
"4","18","2","2","no","71","NA","8","2","40","NA","NA","NA","80","NA","l","4560","0","81","NA","NA","NA","1","200","100"
"4","19","1","2","no","71","NA","8","2","40","NA","NA","NA","60","NA","p","3000","1","81","NA","NA","NA","4","300","200"
"4","58","4","2","no","71","NA","8","2","40","NA","NA","NA","70","NA","l","10320","1","81","NA","NA","NA","3","200","100"
"4","9","2","2","no","71","NA","8","2","20","NA","NA","NA","80","NA","l","16080","0","81","NA","NA","NA","1","400","100"
"4","21","3","2","no","71","NA","8","2","40","NA","NA","NA","100","NA","p","10139","0","81","NA","NA","NA","2","500","200"
"4","43","2","2","no","71","NA","8","2","20","NA","NA","NA","70","NA","l","1795","0","81","NA","NA","NA","1","300","100"
"4","73","1","2","yes","71","NA","8","2","60","NA","NA","NA","70","NA","p","3240","1","81","NA","NA","NA","4","200","400"
"4","44","2","2","no","71","NA","8","2","20","NA","NA","NA","70","NA","l","5924","0","81","NA","NA","NA","1","400","100"
"4","14","1","2","no","71","NA","8","2","30","NA","NA","NA","90","NA","p","9437","1","81","NA","NA","NA","4","300","100"
"4","46","4","2","no","71","NA","8","2","20","NA","NA","NA","30","NA","l","6913","1","81","NA","NA","NA","3","400","300"
"4","62","4","2","no","71","NA","8","2","50","NA","NA","NA","90","NA","l","4162","1","81","NA","NA","NA","3","200","100"
"4","12","3","2","no","71","NA","8","2","20","NA","NA","NA","50","NA","p","11513","0","81","NA","NA","NA","2","500","200"
"4","33","3","2","no","71","NA","8","2","10","NA","NA","NA","30","NA","l","4482","1","81","NA","NA","NA","2","400","100"
"4","69","4","2","no","71","NA","8","2","70","NA","NA","NA","90","NA","l","5195","1","81","NA","NA","NA","3","400","300"
"4","56","1","2","no","71","NA","8","2","30","NA","NA","NA","80","NA","p","10105","1","81","NA","NA","NA","4","500","200"
"4","75","3","2","yes","71","NA","8","2","40","NA","NA","NA","50","NA","l","8923","1","81","NA","NA","NA","2","200","400"
"4","53","1","2","no","71","NA","8","2","30","NA","NA","NA","40","NA","p","4794","1","81","NA","NA","NA","4","300","200"
"4","23","1","2","no","71","NA","8","2","50","NA","NA","NA","100","NA","l","1830","0","81","NA","NA","NA","4","200","100"
"4","16","2","2","no","71","NA","8","2","30","NA","NA","NA","40","NA","p","4164","1","81","NA","NA","NA","1","400","300"
"4","72","4","2","yes","71","NA","8","2","70","NA","NA","NA","80","NA","l","2315","1","81","NA","NA","NA","3","300","400"
"4","20","3","2","no","71","NA","8","2","40","NA","NA","NA","80","NA","p","4923","0","81","NA","NA","NA","2","400","200"
"4","34","1","2","no","71","NA","8","2","10","NA","NA","NA","50","NA","l","15115","0","81","NA","NA","NA","4","400","100"
"4","52","3","2","no","71","NA","8","2","30","NA","NA","NA","100","NA","l","4644","1","81","NA","NA","NA","2","300","100"
"4","60","4","2","no","71","NA","8","2","40","NA","NA","NA","50","NA","p","7400","0","81","NA","NA","NA","3","400","300"
"4","40","3","2","no","71","NA","8","2","20","NA","NA","NA","30","NA","l","4338","1","81","NA","NA","NA","2","200","100"
"4","48","3","2","no","71","NA","8","2","20","NA","NA","NA","30","NA","p","2755","0","81","NA","NA","NA","2","500","300"
"4","13","3","2","no","71","NA","8","2","30","NA","NA","NA","60","NA","p","5610","0","81","NA","NA","NA","2","200","100"
"4","45","1","2","no","71","NA","8","2","20","NA","NA","NA","90","NA","l","7342","0","81","NA","NA","NA","4","400","100"
"4","28","4","1","no","71","NA","8","2","80","NA","NA","NA","100","NA","l","30964","1","81","NA","NA","NA","1","500","400"
"4","5","1","1","no","71","NA","8","2","10","NA","NA","NA","50","NA","l","13251","0","81","NA","NA","NA","2","500","100"
"4","26","4","1","no","71","NA","8","2","60","NA","NA","NA","80","NA","p","24376","0","81","NA","NA","NA","1","400","300"
"4","9","4","1","no","71","NA","8","2","20","NA","NA","NA","80","NA","l","5318","1","81","NA","NA","NA","1","400","100"
"4","60","2","1","no","71","NA","8","2","40","NA","NA","NA","50","NA","l","4277","0","81","NA","NA","NA","3","400","300"
"4","68","2","1","no","71","NA","8","2","70","NA","NA","NA","100","NA","l","4666","0","81","NA","NA","NA","3","300","200"
"4","48","1","1","no","71","NA","8","2","20","NA","NA","NA","30","NA","l","6961","0","81","NA","NA","NA","2","500","300"
"4","1","2","1","no","71","NA","8","2","10","NA","NA","NA","20","NA","l","13057","0","81","NA","NA","NA","3","200","100"
"4","4","4","1","no","71","NA","8","2","10","NA","NA","NA","20","NA","l","4046","1","81","NA","NA","NA","1","400","200"
"4","53","3","1","no","71","NA","8","2","30","NA","NA","NA","40","NA","p","28937","0","81","NA","NA","NA","4","300","200"
"4","35","2","1","no","71","NA","8","2","10","NA","NA","NA","40","NA","p","7361","1","81","NA","NA","NA","3","500","100"
