"CBcond","Gamble","X_location","domain","dominated","first_gamble_trial","game_winnings","orderA","orderB","p","primary_odds","primary_stakes","primary_winnings","q","real_winnings","response","response_time","risk_selected","second_gamble_trial","secondary_odds","secondary_stakes","secondary_winnings","version","x","y"
"3","45","2","1","no","55","NA","3","1","20","NA","NA","NA","90","NA","l","8278","0","113","NA","NA","NA","4","400","100"
"3","30","2","1","no","55","NA","3","1","10","NA","NA","NA","20","NA","l","4368","0","113","NA","NA","NA","4","300","100"
"3","27","1","1","no","55","NA","3","1","60","NA","NA","NA","100","NA","l","4414","0","113","NA","NA","NA","3","500","300"
"3","47","3","1","no","55","NA","3","1","20","NA","NA","NA","90","NA","p","4738","0","113","NA","NA","NA","1","500","100"
"3","63","2","1","no","55","NA","3","1","50","NA","NA","NA","70","NA","l","5402","0","113","NA","NA","NA","4","300","200"
"3","24","2","1","no","55","NA","3","1","50","NA","NA","NA","100","NA","l","3677","0","113","NA","NA","NA","4","400","200"
"3","20","4","1","no","55","NA","3","1","40","NA","NA","NA","80","NA","p","5386","0","113","NA","NA","NA","2","400","200"
"3","50","4","1","no","55","NA","3","1","30","NA","NA","NA","70","NA","p","5858","0","113","NA","NA","NA","2","200","100"
"3","55","3","1","no","55","NA","3","1","30","NA","NA","NA","70","NA","p","3722","0","113","NA","NA","NA","1","500","200"
"3","16","3","1","no","55","NA","3","1","30","NA","NA","NA","40","NA","p","4660","0","113","NA","NA","NA","1","400","300"
"3","42","4","1","no","55","NA","3","1","20","NA","NA","NA","50","NA","p","3633","0","113","NA","NA","NA","2","300","100"
"3","56","2","1","no","55","NA","3","1","30","NA","NA","NA","80","NA","l","3963","0","113","NA","NA","NA","4","500","200"
"3","31","1","1","no","55","NA","3","1","10","NA","NA","NA","40","NA","l","4370","0","113","NA","NA","NA","3","300","100"
"3","7","4","1","no","55","NA","3","1","20","NA","NA","NA","60","NA","p","3321","0","113","NA","NA","NA","2","300","100"
"3","15","3","1","no","55","NA","3","1","30","NA","NA","NA","60","NA","p","5002","0","113","NA","NA","NA","1","400","200"
"3","51","3","1","no","55","NA","3","1","30","NA","NA","NA","80","NA","p","2391","0","113","NA","NA","NA","1","300","100"
"3","13","4","1","no","55","NA","3","1","30","NA","NA","NA","60","NA","p","4103","0","113","NA","NA","NA","2","200","100"
