"CBcond","Gamble","X_location","domain","dominated","first_gamble_trial","game_winnings","orderA","orderB","p","primary_odds","primary_stakes","primary_winnings","q","real_winnings","response","response_time","risk_selected","second_gamble_trial","secondary_odds","secondary_stakes","secondary_winnings","version","x","y"
"2","62","2","2","no","27","NA","6","2","50","NA","NA","NA","90","NA","p","6814","1","92","NA","NA","NA","3","200","100"
"2","23","3","2","no","27","NA","6","2","50","NA","NA","NA","100","NA","l","5307","1","92","NA","NA","NA","4","200","100"
"2","21","1","2","no","27","NA","6","2","40","NA","NA","NA","100","NA","p","4318","1","92","NA","NA","NA","2","500","200"
"2","28","4","2","no","27","NA","6","2","80","NA","NA","NA","100","NA","l","8472","1","92","NA","NA","NA","1","500","400"
"2","42","1","2","no","27","NA","6","2","20","NA","NA","NA","50","NA","p","12288","1","92","NA","NA","NA","2","300","100"
"2","75","1","2","yes","27","NA","6","2","40","NA","NA","NA","50","NA","p","26116","1","92","NA","NA","NA","2","200","400"
"2","19","3","2","no","27","NA","6","2","40","NA","NA","NA","60","NA","l","3998","1","92","NA","NA","NA","4","300","200"
"2","63","3","2","no","27","NA","6","2","50","NA","NA","NA","70","NA","l","3788","1","92","NA","NA","NA","4","300","200"
"2","1","2","2","no","27","NA","6","2","10","NA","NA","NA","20","NA","p","6138","1","92","NA","NA","NA","3","200","100"
"2","4","4","2","no","27","NA","6","2","10","NA","NA","NA","20","NA","l","9698","1","92","NA","NA","NA","1","400","200"
"2","74","2","2","yes","27","NA","6","2","50","NA","NA","NA","60","NA","p","2924","1","92","NA","NA","NA","3","300","400"
"2","35","2","2","no","27","NA","6","2","10","NA","NA","NA","40","NA","p","8566","1","92","NA","NA","NA","3","500","100"
"2","48","1","2","no","27","NA","6","2","20","NA","NA","NA","30","NA","p","7612","1","92","NA","NA","NA","2","500","300"
"2","31","2","2","no","27","NA","6","2","10","NA","NA","NA","40","NA","p","3761","1","92","NA","NA","NA","3","300","100"
"2","37","2","2","no","27","NA","6","2","10","NA","NA","NA","20","NA","p","4105","1","92","NA","NA","NA","3","500","200"
"2","61","1","2","no","27","NA","6","2","40","NA","NA","NA","70","NA","p","3763","1","92","NA","NA","NA","2","500","300"
"2","3","2","2","no","27","NA","6","2","10","NA","NA","NA","40","NA","p","1514","1","92","NA","NA","NA","3","400","100"
