"CBcond","Gamble","X_location","domain","dominated","first_gamble_trial","game_winnings","orderA","orderB","p","primary_odds","primary_stakes","primary_winnings","q","real_winnings","response","response_time","risk_selected","second_gamble_trial","secondary_odds","secondary_stakes","secondary_winnings","version","x","y"
"4","1","2","1","no","36","NA","4","1","10","NA","NA","NA","20","NA","l","3212","0","120","NA","NA","NA","3","200","100"
"4","73","3","1","yes","36","NA","4","1","60","NA","NA","NA","70","NA","p","2281","0","120","NA","NA","NA","4","200","400"
"4","51","4","1","no","36","NA","4","1","30","NA","NA","NA","80","NA","p","3915","0","120","NA","NA","NA","1","300","100"
"4","70","2","1","no","36","NA","4","1","70","NA","NA","NA","90","NA","l","11458","0","120","NA","NA","NA","3","500","400"
"4","27","2","1","no","36","NA","4","1","60","NA","NA","NA","100","NA","l","13207","0","120","NA","NA","NA","3","500","300"
"4","18","4","1","no","36","NA","4","1","40","NA","NA","NA","80","NA","p","4860","0","120","NA","NA","NA","1","200","100"
"4","58","2","1","no","36","NA","4","1","40","NA","NA","NA","70","NA","l","4303","0","120","NA","NA","NA","3","200","100"
"4","39","4","1","no","36","NA","4","1","10","NA","NA","NA","20","NA","p","2969","0","120","NA","NA","NA","1","500","300"
"4","2","3","1","no","36","NA","4","1","10","NA","NA","NA","30","NA","p","4807","0","120","NA","NA","NA","4","300","100"
"4","72","2","1","yes","36","NA","4","1","70","NA","NA","NA","80","NA","l","3717","0","120","NA","NA","NA","3","300","400"
"4","26","4","1","no","36","NA","4","1","60","NA","NA","NA","80","NA","p","5470","0","120","NA","NA","NA","1","400","300"
"4","29","3","1","no","36","NA","4","1","10","NA","NA","NA","30","NA","p","2168","0","120","NA","NA","NA","4","200","100"
"4","7","1","1","no","36","NA","4","1","20","NA","NA","NA","60","NA","l","3318","0","120","NA","NA","NA","2","300","100"
"4","4","4","1","no","36","NA","4","1","10","NA","NA","NA","20","NA","p","5503","0","120","NA","NA","NA","1","400","200"
"4","36","2","1","no","36","NA","4","1","10","NA","NA","NA","60","NA","l","6569","0","120","NA","NA","NA","3","500","100"
"4","32","1","1","no","36","NA","4","1","10","NA","NA","NA","20","NA","l","4167","0","120","NA","NA","NA","2","300","200"
"4","3","2","1","no","36","NA","4","1","10","NA","NA","NA","40","NA","p","13750","1","120","NA","NA","NA","3","400","100"
"4","30","3","1","no","36","NA","4","1","10","NA","NA","NA","20","NA","l","5695","1","120","NA","NA","NA","4","300","100"
"4","10","1","1","no","36","NA","4","1","20","NA","NA","NA","40","NA","l","3553","0","120","NA","NA","NA","2","400","200"
"4","68","2","1","no","36","NA","4","1","70","NA","NA","NA","100","NA","l","3936","0","120","NA","NA","NA","3","300","200"
"4","57","2","1","no","36","NA","4","1","30","NA","NA","NA","40","NA","l","4456","0","120","NA","NA","NA","3","500","400"
"4","47","4","1","no","36","NA","4","1","20","NA","NA","NA","90","NA","l","4748","1","120","NA","NA","NA","1","500","100"
"4","12","1","1","no","36","NA","4","1","20","NA","NA","NA","50","NA","l","7514","0","120","NA","NA","NA","2","500","200"
"4","62","2","1","no","36","NA","4","1","50","NA","NA","NA","90","NA","p","3715","1","120","NA","NA","NA","3","200","100"
"4","64","3","1","no","36","NA","4","1","50","NA","NA","NA","80","NA","p","7348","0","120","NA","NA","NA","4","300","200"
"4","21","1","1","no","36","NA","4","1","40","NA","NA","NA","100","NA","l","4220","0","120","NA","NA","NA","2","500","200"
"4","25","4","1","no","36","NA","4","1","60","NA","NA","NA","90","NA","p","6441","0","120","NA","NA","NA","1","300","200"
