Subject,Gamble,Domain,p_Meanfix,q_Meanfix,x_Meanfix,y_Meanfix,p_TotalFix,q_TotalFix,x_TotalFix,y_TotalFix,risk_selected,response_time
11,22,1,83.32399999999325,137.4617499999731,116.65999999997439,97.6217142857079,2,4,1,7,0,2581
11,66,1,118.980750000017,177.575333333322,141.0009999999893,219.56599999999162,4,3,1,1,0,2867
11,46,1,179.08674999998766,0.0,50.0,0.0,4,0,1,0,0,2261
11,60,1,191.64449999999488,183.30200000002515,58.422999999980675,75.02450000002864,2,1,2,2,0,1425
11,15,1,99.87299999996321,146.6878000000026,0.0,49.994249999988824,1,5,0,4,0,2887
11,40,1,33.32900000002701,33.300499999983,0.0,79.13624999999593,1,2,0,4,0,1264
11,9,1,200.00599999999395,58.33950000000186,0.0,99.99900000001071,1,2,0,1,0,1156
11,25,1,49.990666666689016,83.29866666664991,66.67499999998836,108.34500000003027,3,3,1,2,0,1691
11,55,1,249.99299999995856,174.99400000000605,0.0,72.20766666671261,1,2,0,3,0,1726
11,57,1,94.45066666665177,75.0,108.33800000001793,191.66300000000047,3,2,2,2,0,1941
11,43,1,33.36499999999069,74.9950000000099,0.0,83.3870000000752,1,4,0,2,0,1251
11,1,1,133.3420000000042,91.69550000000163,66.625,174.9014999999781,1,2,1,2,0,1702
11,17,1,275.13300000000163,74.98949999999604,149.95000000001164,250.01299999997718,2,2,1,1,0,1937
11,21,1,0.0,133.31750000000466,150.00800000003073,191.7279999999737,0,2,1,2,0,1209
11,18,1,91.67350000000442,155.51533333332432,0.0,83.39499999998952,2,3,0,2,0,1423
11,5,1,41.75,99.92700000002515,49.9890000000014,100.03824999998324,2,1,1,4,0,1546
11,48,1,91.64950000005774,122.21933333329314,0.0,83.48199999998906,2,3,0,2,0,1441
11,53,1,83.30999999999767,0.0,41.65999999997439,108.32649999999558,1,0,2,2,0,1726
11,37,1,83.32999999995809,91.64650000003166,50.08350000003702,116.64199999999255,2,2,2,1,0,1462
11,52,1,50.0109999999986,70.79924999996729,100.00949999998556,103.37039999999106,2,4,2,5,0,1984
11,48,2,161.91442857143036,66.6699999999546,141.68000000002212,62.499749999973574,7,2,2,4,1,3596
11,18,2,88.88300000001134,88.87400000004952,119.46916666668646,54.16024999998626,3,3,6,4,0,3080
11,61,2,142.59177777774553,158.3322499999922,86.38290909090905,74.99150000000373,9,4,11,4,1,5195
11,11,2,129.15800000001036,41.65399999998044,191.65800000001036,145.81724999997823,4,2,4,4,1,3138
11,47,2,91.69183333334513,108.32200000001467,126.65839999999153,41.66800000000512,12,2,5,2,0,5659
11,42,2,188.91700000001583,91.67200000002049,80.77576923076637,50.005999999993946,3,2,13,3,1,3838
11,40,2,216.6470000000554,50.03250000003027,49.98375000001397,116.65600000004633,1,2,4,2,1,1666
11,26,2,159.26633333333302,145.01189999998897,111.64490000001388,78.55714285712124,9,10,10,7,1,7236
11,73,2,125.00550000004296,189.58337499998743,122.25500000000466,166.64500000000407,4,8,3,4,1,4953
11,27,2,114.33299999999248,108.32875000000786,99.8059999999241,199.99159999996192,7,8,1,5,0,4529
11,5,2,158.2994999999937,275.01050000000396,95.83849999999074,191.76349999997183,2,2,8,2,1,3007
11,4,2,149.9649999999965,41.67200000002049,188.87266666665286,133.34800000005635,2,2,3,1,1,2084
11,8,2,129.14874999999302,216.57649999999558,122.22766666667303,99.92699999999604,4,2,3,2,1,2401
11,9,2,216.67999999999302,44.419666666615136,316.61899999994785,0.0,1,3,1,0,1,1238
11,25,2,152.37335714285396,116.66053846153842,180.5891666666527,159.99099999997998,14,13,6,5,1,8913
11,65,2,116.64366666668018,166.64766666665673,158.33249999998952,112.46524999999383,3,3,2,4,1,2547
11,44,2,199.96100000001024,149.98199999995995,250.02349999998114,0.0,2,1,2,0,1,1371
11,24,2,105.51333333330695,211.14866666666543,74.99850000001607,133.30724999999074,3,3,4,8,1,3201
11,64,2,140.0002000000095,205.55622222222155,126.17671428574249,175.76054545452777,5,9,7,11,1,10021
11,74,2,61.15300000001056,126.6675000000163,116.6166666666395,122.92525000000751,3,10,3,8,1,5403
11,32,2,83.47250000000349,233.44800000003306,95.7747499999823,99.99700000003213,2,1,4,1,1,1744
11,20,2,144.41900000001382,99.97900000002119,79.1190000000206,141.64649999997346,3,2,4,2,1,2313
11,69,2,122.21866666663361,143.35539999998872,155.5773333333394,170.8134999999893,3,5,3,4,1,3218
11,67,2,99.97299999996903,138.88800000001598,191.71950000003562,137.50374999995984,2,3,2,4,1,2191
11,35,2,201.69700000004377,99.98550000000978,266.59600000007777,133.23399999993853,1,2,1,1,1,1239
11,30,2,105.57433333329391,129.16150000004563,249.98649999999907,79.99139999994077,3,4,2,5,1,2546
11,58,2,83.36600000003818,124.9982500000333,44.44466666667722,87.51775000002817,1,4,3,8,1,3921
11,41,2,60.25446153845853,249.98100000002887,225.03200000000652,105.57499999999224,13,2,8,3,1,5841
11,71,2,83.32950000005076,179.18800000002375,150.00800000014715,91.661833333356,2,4,1,6,1,3141
11,33,2,166.65499999998914,108.30200000002515,61.10299999996399,116.64349999994738,3,2,3,2,1,2213
11,49,2,83.3070000000298,111.08566666666108,54.20199999999022,99.99866666668095,2,3,4,3,1,1914
11,68,2,108.36049999995157,88.11100000000026,150.01766666669087,127.08612499998708,2,7,3,8,0,4131
11,21,2,177.7776666666614,149.98100000002887,83.33260000001174,299.987000000081,3,1,5,1,0,2435
11,39,2,86.650800000038,88.88233333337121,148.1329999999531,100.07499999999224,5,3,9,3,1,3816
11,28,2,74.97649999998976,66.67599999986123,108.31299999996554,77.78466666668344,2,1,6,3,0,2076
11,55,2,0.0,150.06000000005588,116.65150000009453,108.32800000003772,0,1,2,2,1,1838
11,10,2,156.7025999999838,174.94800000003306,95.8051666666967,116.69400000013411,5,2,12,1,1,4978
11,12,2,99.9917499999865,116.66399999998976,75.08699999999953,74.90650000004098,4,2,4,2,1,2017
11,2,2,100.0,116.72400000004563,49.98649999999907,0.0,1,1,2,0,1,1383
11,17,2,133.34299999999348,125.02974999998696,116.65150000003632,159.9925999999745,2,4,2,5,1,3253
11,59,2,108.32133333332604,483.2269999999553,74.99199999996927,99.99283333334218,6,1,6,6,1,3832
11,50,2,183.3033999999985,175.05449999996927,62.502500000060536,72.22166666664027,5,2,4,3,1,2461
11,6,2,33.32900000002701,116.60149999998976,66.68249999999534,150.01399999996647,1,2,2,1,1,1832
11,45,2,99.97299999999814,295.83674999998766,70.82824999999139,101.08986666664326,2,4,4,15,1,6141
11,70,2,128.1439999998935,114.9655999999959,130.7504615384566,139.39390909090764,3,10,13,11,0,8485
11,46,2,199.75,58.32812500001455,66.63866666661731,80.00500000000466,1,8,3,5,1,4461
11,7,2,58.31299999996554,61.137333333375864,150.15499999991152,0.0,2,3,1,0,1,1425
11,72,2,104.17800000001444,88.87166666674118,93.35220000003464,145.84400000001187,4,3,5,4,1,2711
11,3,2,133.31300000008196,224.9539999999688,72.23699999996461,0.0,1,2,3,0,1,1176
