"CBcond","Gamble","X_location","domain","dominated","first_gamble_trial","game_winnings","orderA","orderB","p","primary_odds","primary_stakes","primary_winnings","q","real_winnings","response","response_time","risk_selected","second_gamble_trial","secondary_odds","secondary_stakes","secondary_winnings","version","x","y"
"1","5","2","1","no","34","NA","1","1","10","NA","NA","NA","50","NA","l","4942","0","112","NA","NA","NA","2","500","100"
"1","59","2","1","no","34","NA","1","1","40","NA","NA","NA","90","NA","l","5701","0","112","NA","NA","NA","2","200","100"
"1","20","2","1","no","34","NA","1","1","40","NA","NA","NA","80","NA","l","4998","0","112","NA","NA","NA","2","400","200"
"1","1","3","1","no","34","NA","1","1","10","NA","NA","NA","20","NA","p","3428","0","112","NA","NA","NA","3","200","100"
"1","2","4","1","no","34","NA","1","1","10","NA","NA","NA","30","NA","p","2672","0","112","NA","NA","NA","4","300","100"
"1","21","2","1","no","34","NA","1","1","40","NA","NA","NA","100","NA","l","6323","0","112","NA","NA","NA","2","500","200"
"1","42","2","1","no","34","NA","1","1","20","NA","NA","NA","50","NA","l","3036","0","112","NA","NA","NA","2","300","100"
"1","33","2","1","no","34","NA","1","1","10","NA","NA","NA","30","NA","l","2583","0","112","NA","NA","NA","2","400","100"
"1","48","2","1","no","34","NA","1","1","20","NA","NA","NA","30","NA","l","5271","0","112","NA","NA","NA","2","500","300"
"1","26","1","1","no","34","NA","1","1","60","NA","NA","NA","80","NA","l","9152","0","112","NA","NA","NA","1","400","300"
"1","74","3","1","yes","34","NA","1","1","50","NA","NA","NA","60","NA","p","3897","0","112","NA","NA","NA","3","300","400"
"1","72","3","1","yes","34","NA","1","1","70","NA","NA","NA","80","NA","p","4067","0","112","NA","NA","NA","3","300","400"
"1","31","3","1","no","34","NA","1","1","10","NA","NA","NA","40","NA","p","2589","0","112","NA","NA","NA","3","300","100"
"1","50","2","1","no","34","NA","1","1","30","NA","NA","NA","70","NA","l","3106","0","112","NA","NA","NA","2","200","100"
"1","37","3","1","no","34","NA","1","1","10","NA","NA","NA","20","NA","p","3259","0","112","NA","NA","NA","3","500","200"
"1","29","4","1","no","34","NA","1","1","10","NA","NA","NA","30","NA","p","2877","0","112","NA","NA","NA","4","200","100"
"1","66","1","1","no","34","NA","1","1","50","NA","NA","NA","80","NA","l","7230","0","112","NA","NA","NA","1","500","300"
"1","52","2","1","no","34","NA","1","1","30","NA","NA","NA","100","NA","l","3290","0","112","NA","NA","NA","2","300","100"
"1","38","3","1","no","34","NA","1","1","10","NA","NA","NA","30","NA","p","3341","0","112","NA","NA","NA","3","500","200"
"1","61","2","1","no","34","NA","1","1","40","NA","NA","NA","70","NA","l","3803","0","112","NA","NA","NA","2","500","300"
"1","70","3","1","no","34","NA","1","1","70","NA","NA","NA","90","NA","p","3841","0","112","NA","NA","NA","3","500","400"
"1","11","4","1","no","34","NA","1","1","20","NA","NA","NA","100","NA","p","1981","0","112","NA","NA","NA","4","500","100"
"1","73","4","1","yes","34","NA","1","1","60","NA","NA","NA","70","NA","p","2443","0","112","NA","NA","NA","4","200","400"
"1","60","3","1","no","34","NA","1","1","40","NA","NA","NA","50","NA","p","2990","0","112","NA","NA","NA","3","400","300"
"1","62","3","1","no","34","NA","1","1","50","NA","NA","NA","90","NA","p","4971","0","112","NA","NA","NA","3","200","100"
"1","25","1","1","no","34","NA","1","1","60","NA","NA","NA","90","NA","l","8287","0","112","NA","NA","NA","1","300","200"
"1","14","4","1","no","34","NA","1","1","30","NA","NA","NA","90","NA","p","3682","0","112","NA","NA","NA","4","300","100"
"1","6","3","1","no","34","NA","1","1","20","NA","NA","NA","40","NA","p","4357","0","112","NA","NA","NA","3","200","100"
"1","32","2","1","no","34","NA","1","1","10","NA","NA","NA","20","NA","l","4316","0","112","NA","NA","NA","2","300","200"
"1","41","1","1","no","34","NA","1","1","20","NA","NA","NA","50","NA","l","4172","0","112","NA","NA","NA","1","200","100"
"1","9","1","1","no","34","NA","1","1","20","NA","NA","NA","80","NA","l","5225","0","112","NA","NA","NA","1","400","100"
"1","45","4","1","no","34","NA","1","1","20","NA","NA","NA","90","NA","p","4726","0","112","NA","NA","NA","4","400","100"
"1","65","1","1","no","34","NA","1","1","50","NA","NA","NA","70","NA","l","5255","0","112","NA","NA","NA","1","400","300"
"1","64","4","1","no","34","NA","1","1","50","NA","NA","NA","80","NA","p","3970","0","112","NA","NA","NA","4","300","200"
"1","8","2","1","no","34","NA","1","1","20","NA","NA","NA","30","NA","p","7439","1","112","NA","NA","NA","2","300","200"
"1","47","1","1","no","34","NA","1","1","20","NA","NA","NA","90","NA","l","5362","0","112","NA","NA","NA","1","500","100"
"1","46","3","1","no","34","NA","1","1","20","NA","NA","NA","30","NA","l","3731","1","112","NA","NA","NA","3","400","300"
