"CBcond","Gamble","X_location","domain","dominated","first_gamble_trial","game_winnings","orderA","orderB","p","primary_odds","primary_stakes","primary_winnings","q","real_winnings","response","response_time","risk_selected","second_gamble_trial","secondary_odds","secondary_stakes","secondary_winnings","version","x","y"
"3","44","1","2","no","33","NA","7","2","20","NA","NA","NA","70","NA","l","2439","0","86","NA","NA","NA","1","400","100"
"3","33","2","2","no","33","NA","7","2","10","NA","NA","NA","30","NA","p","6460","1","86","NA","NA","NA","2","400","100"
"3","57","3","2","no","33","NA","7","2","30","NA","NA","NA","40","NA","p","10203","0","86","NA","NA","NA","3","500","400"
"3","34","4","2","no","33","NA","7","2","10","NA","NA","NA","50","NA","l","9984","1","86","NA","NA","NA","4","400","100"
"3","13","2","2","no","33","NA","7","2","30","NA","NA","NA","60","NA","p","4405","1","86","NA","NA","NA","2","200","100"
"3","51","1","2","no","33","NA","7","2","30","NA","NA","NA","80","NA","p","6050","1","86","NA","NA","NA","1","300","100"
"3","1","3","2","no","33","NA","7","2","10","NA","NA","NA","20","NA","l","3239","1","86","NA","NA","NA","3","200","100"
"3","30","4","2","no","33","NA","7","2","10","NA","NA","NA","20","NA","l","3371","1","86","NA","NA","NA","4","300","100"
"3","24","4","2","no","33","NA","7","2","50","NA","NA","NA","100","NA","p","8162","0","86","NA","NA","NA","4","400","200"
"3","28","1","2","no","33","NA","7","2","80","NA","NA","NA","100","NA","p","6023","1","86","NA","NA","NA","1","500","400"
"3","41","1","2","no","33","NA","7","2","20","NA","NA","NA","50","NA","p","6109","1","86","NA","NA","NA","1","200","100"
"3","47","1","2","no","33","NA","7","2","20","NA","NA","NA","90","NA","p","5246","1","86","NA","NA","NA","1","500","100"
"3","53","4","2","no","33","NA","7","2","30","NA","NA","NA","40","NA","l","7969","1","86","NA","NA","NA","4","300","200"
"3","2","4","2","no","33","NA","7","2","10","NA","NA","NA","30","NA","l","3912","1","86","NA","NA","NA","4","300","100"
"3","63","4","2","no","33","NA","7","2","50","NA","NA","NA","70","NA","l","4984","1","86","NA","NA","NA","4","300","200"
"3","32","2","2","no","33","NA","7","2","10","NA","NA","NA","20","NA","p","4285","1","86","NA","NA","NA","2","300","200"
"3","37","3","2","no","33","NA","7","2","10","NA","NA","NA","20","NA","l","6800","1","86","NA","NA","NA","3","500","200"
"3","18","1","2","no","33","NA","7","2","40","NA","NA","NA","80","NA","p","4045","1","86","NA","NA","NA","1","200","100"
"3","8","2","2","no","33","NA","7","2","20","NA","NA","NA","30","NA","p","6657","1","86","NA","NA","NA","2","300","200"
"3","15","1","2","no","33","NA","7","2","30","NA","NA","NA","60","NA","p","13611","1","86","NA","NA","NA","1","400","200"
"3","40","2","2","no","33","NA","7","2","20","NA","NA","NA","30","NA","p","6864","1","86","NA","NA","NA","2","200","100"
"3","65","1","2","no","33","NA","7","2","50","NA","NA","NA","70","NA","p","6323","1","86","NA","NA","NA","1","400","300"
"3","29","4","2","no","33","NA","7","2","10","NA","NA","NA","30","NA","l","2843","1","86","NA","NA","NA","4","200","100"
"3","61","2","2","no","33","NA","7","2","40","NA","NA","NA","70","NA","p","5270","1","86","NA","NA","NA","2","500","300"
"3","58","3","2","no","33","NA","7","2","40","NA","NA","NA","70","NA","l","8297","1","86","NA","NA","NA","3","200","100"
