"CBcond","Gamble","X_location","domain","dominated","first_gamble_trial","game_winnings","orderA","orderB","p","primary_odds","primary_stakes","primary_winnings","q","real_winnings","response","response_time","risk_selected","second_gamble_trial","secondary_odds","secondary_stakes","secondary_winnings","version","x","y"
"1","29","4","1","no","44","NA","1","1","10","NA","NA","NA","30","NA","p","8503","0","130","NA","NA","NA","4","200","100"
"1","8","2","1","no","44","NA","1","1","20","NA","NA","NA","30","NA","l","8038","0","130","NA","NA","NA","2","300","200"
"1","20","2","1","no","44","NA","1","1","40","NA","NA","NA","80","NA","l","3292","0","130","NA","NA","NA","2","400","200"
"1","12","2","1","no","44","NA","1","1","20","NA","NA","NA","50","NA","l","6013","0","130","NA","NA","NA","2","500","200"
"1","40","2","1","no","44","NA","1","1","20","NA","NA","NA","30","NA","l","7666","0","130","NA","NA","NA","2","200","100"
"1","10","2","1","no","44","NA","1","1","20","NA","NA","NA","40","NA","p","10797","1","130","NA","NA","NA","2","400","200"
"1","27","3","1","no","44","NA","1","1","60","NA","NA","NA","100","NA","p","5187","0","130","NA","NA","NA","3","500","300"
"1","17","4","1","no","44","NA","1","1","30","NA","NA","NA","50","NA","l","8058","1","130","NA","NA","NA","4","500","300"
"1","37","3","1","no","44","NA","1","1","10","NA","NA","NA","20","NA","l","3740","1","130","NA","NA","NA","3","500","200"
"1","60","3","1","no","44","NA","1","1","40","NA","NA","NA","50","NA","l","5220","1","130","NA","NA","NA","3","400","300"
"1","70","3","1","no","44","NA","1","1","70","NA","NA","NA","90","NA","p","7545","0","130","NA","NA","NA","3","500","400"
"1","58","3","1","no","44","NA","1","1","40","NA","NA","NA","70","NA","p","10010","0","130","NA","NA","NA","3","200","100"
"1","61","2","1","no","44","NA","1","1","40","NA","NA","NA","70","NA","p","12574","1","130","NA","NA","NA","2","500","300"
"1","62","3","1","no","44","NA","1","1","50","NA","NA","NA","90","NA","l","17011","1","130","NA","NA","NA","3","200","100"
"1","3","3","1","no","44","NA","1","1","10","NA","NA","NA","40","NA","l","9890","1","130","NA","NA","NA","3","400","100"
"1","2","4","1","no","44","NA","1","1","10","NA","NA","NA","30","NA","p","5558","0","130","NA","NA","NA","4","300","100"
"1","23","4","1","no","44","NA","1","1","50","NA","NA","NA","100","NA","p","4749","0","130","NA","NA","NA","4","200","100"
"1","6","3","1","no","44","NA","1","1","20","NA","NA","NA","40","NA","p","7620","0","130","NA","NA","NA","3","200","100"
"1","7","2","1","no","44","NA","1","1","20","NA","NA","NA","60","NA","l","7337","0","130","NA","NA","NA","2","300","100"
"1","50","2","1","no","44","NA","1","1","30","NA","NA","NA","70","NA","p","7721","1","130","NA","NA","NA","2","200","100"
"1","45","4","1","no","44","NA","1","1","20","NA","NA","NA","90","NA","p","6338","0","130","NA","NA","NA","4","400","100"
"1","5","2","1","no","44","NA","1","1","10","NA","NA","NA","50","NA","l","6331","0","130","NA","NA","NA","2","500","100"
"1","42","2","1","no","44","NA","1","1","20","NA","NA","NA","50","NA","p","16371","1","130","NA","NA","NA","2","300","100"
"1","52","2","1","no","44","NA","1","1","30","NA","NA","NA","100","NA","l","3274","0","130","NA","NA","NA","2","300","100"
"1","22","2","1","no","44","NA","1","1","40","NA","NA","NA","50","NA","l","2125","0","130","NA","NA","NA","2","500","400"
